"month","diversity","pastideas","pastaccept","commentsC","age","votes","comments","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","y"
1,0.933333333333333,0,0,0,0,0.00966191091173689,0,-0.0150372898888071,0.00929291819172474,-0.00909162434258931,0.0262516576657893,-0.011505336006653,-0.000396939280544835,-0.0245686796265717,0.0153805207304786,0.016581266705668,-0.0183560495086493,0.0373012195183951,1
1,0.934782608695652,0,0,0,0,0.00464756839654688,0.00155159069141885,-0.0138375891358917,0.0073609853338642,-0.00412111719057861,0.00809453962409554,-0.0120238669802135,-0.00129095752152905,-0.00437775210091101,0.00995479212260744,-0.0286460612987957,0.02750618053167,0.00368722643682998,1
1,0.936170212765957,0,0,0,0,0.472416175651119,0.0389522928054074,-0.00252318729899559,0.00156304258947848,-0.0016430558700249,0.00416379226315512,-0.00314887948564796,0.000242178048431518,-0.00416866437925201,0.00423276156047295,0.00246654250932105,-0.00355572080058783,0.00475753242904195,0
1,0.9375,0,0,0,0,0.00155400186673432,0,-0.0222583988457954,0.00941761018745524,0.0194789683082516,-0.0161402901528554,-0.00274461520633323,-0.00262273041975704,-0.00476197330388441,0.00609800464836205,-0.0106701417569689,0.0138247558564722,0.00511833429749131,1
1,0.938775510204082,0,0,0,0,0.00156128056695241,0,-0.0181182796906839,0.00234031082514696,-0.0037410806239305,0.0170866874544785,-0.016714862161939,0.00623876889202655,-0.0206767409782,0.0213262740669173,0.00106467126117704,0.00505855169356731,-0.0145601779637656,1
1,0.94,0,0,0,0,0.000935016430906646,0,-0.0121766281562104,0.00695702209781127,-0.000609995346632586,-0.00135619814247132,0.000238153111544126,0.00994588258764192,-0.00603165278381553,0.0115178101086134,-0.0210938326108894,0.00653158424119085,-0.0156321563734356,0
1,0.941176470588235,0,0,0,0,0.00280243060570212,0,-0.026842907552887,0.0170440963265857,-0.00690751113805615,-0.0169773605996367,-0.0132788402024532,0.0125027431677152,-0.0048496483532182,0.00477176506898448,-0.0369126360983423,0.036157602225084,-0.0170174235943224,0
1,0.942307692307692,0,0,0,0,0.00156128056695241,0,-0.00575457541701542,0.00270358556414748,0.00448475480698968,0.00167599983388098,-0.000730413781813544,-0.0025655275737028,0.00118780342223603,-0.00426653603033578,-0.0149381694848184,-0.00232592864961366,0.00569820549392348,1
1,0.943396226415094,0,0,0,0,0.00373657604296966,0.00233699568854653,-0.0310451520882932,0.0130920629746356,-0.00731056674755193,0.0305759205371232,-0.00367467347047756,0.0130481337289303,1.26415239040667e-05,-0.00596743749731746,0.0240085073074792,0.00379576348067998,-0.000967902078139293,0
1,0.944444444444444,1.38629436111989,0,1.09861228866811,3.36729582998647,0.00492611833605578,0.0147061473896955,-0.0186478576875505,0.0097419582633497,-0.0118827864093287,-0.0134626722168339,0.0192994749318391,-0.0400803327428322,-0.0205422055404356,-0.0023227634750294,0.00189254391356458,0.0106441949191235,0.0105386186090374,1
1,0.945454545454545,0,0,0,0,0.00469117357588024,0,-0.011247495613944,0.00760853022243802,-0.0022535415334638,-0.0139111943999403,0.0120740702392733,-0.0150528775317736,-0.0168800171755832,-0.00179988664567138,-0.0108358126299574,0.0123268360869282,0.00351121824604089,1
1,0.946428571428571,0,0,0,0,0.00233918235317224,0,-0.00740672781129399,0.00441583456091366,-0.00455614003888194,0.0127384476381543,-0.00616789686589625,0.000643499540403436,-0.0142098589819062,0.00783233790851867,0.00652547717574004,-0.00512675573472302,0.00797831036010407,0
1,0.947368421052632,0,0,0,0,0.00140548160873495,0,-0.000537343881372241,0.000346912849758935,-0.000421084077367254,0.000311126703320119,-0.000558536887135419,0.000114350102706051,0.000380409693831713,0.00108749392690008,-0.00164134845258929,0.000993148320571215,0.000792057125788698,0
1,0.948275862068966,0,0,0,0,0.00140548160873495,0,-0.00078154189084341,0.000479266477870679,0.000144436129668499,0.000544078781074209,0.000331945458092564,0.000143604400037689,0.000556979159432362,0.00178673766468418,0.000428179716448943,-0.00192952704476729,-0.00160011625309744,0
1,0.949152542372881,0,0,0,0,0,0.0034542348680876,-0.0160065504493671,0.00775999549074811,-0.00913386999713074,0.00351224635333158,0.00771120057802394,-0.0168141607798566,-0.0156985096784136,-0.00800850861990593,0.000237449283215119,0.00435219322144195,0.00657709028731525,1
1,0.95,0.693147180559945,0,0.693147180559945,3.49650756146648,0,0.000937207191374398,-0.0112754874763636,0.00637519856629299,-0.0121976068596324,-0.00339314132511273,0.00768680028750834,0.0086331374739288,0.00177244735509172,0.00736950116907054,-0.0123079967718346,-0.00452421416062179,0.0393525407679787,0
1,0.950819672131147,0,0,0,0,0.00281030629925534,0.000468933185615478,-0.0142512881958916,0.00664133376874517,-0.00569585870245045,-0.0174957952943168,0.023765594378882,-0.0323710274296485,-0.0190762559768601,-0.0184531120266229,0.00266350414839842,0.0126549576167921,0.0177331132163538,0
1,0.951612903225806,0,0,0,0,0.0047281411959459,0,-0.00920724898075218,0.0056414382684452,0.00606210855695488,0.00867643146595662,-0.00644817159616431,-0.0069990488236531,-0.0117076976230995,0.00885048383463782,0.0133118750648694,-0.00486419501351483,-0.000395961605707346,1
1,0.952380952380952,0,0,0,0,0.00234356798146827,0.000469153187117965,-0.00822801033940317,0.00503087578069507,-0.00725654277415161,0.00114519324480931,0.00228215355012622,-0.00365538942002164,-0.0018808323851203,0.0123081769914514,-0.0100047822890332,0.00500419966197951,0.0137552418788316,0
1,0.953125,0,0,0,0,0.0110150602306774,0.00473560474583425,-0.0363900211297653,0.0117602196343762,-0.0263415719781218,-0.0111158582507128,-0.0318835536273503,0.00171070122033409,-0.0302173738741138,0.0159413222713038,-0.0797998570628608,0.0678770051224422,-0.0721654327401654,1
1,0.953846153846154,0,0,0,0,0.00631913635147853,0.00158353160564422,-0.00340176511913751,0.00226075644198315,-0.000527685297123215,0.00354094613289465,-0.00524093165638473,0.00045944906716254,-0.00610835207179428,0.00791132022598176,-0.0124223306726804,0.00706168303993449,-0.0115177874422298,0
